row	col	stype	detail	dilution
A	1	standard	200	1
A	2	standard	66.6	1
A	3	standard	22.2	1
A	4	standard	7.4	1
A	5	standard	2.5	1
A	6	standard	0.82	1
A	7	standard	0.27	1
A	8	standard	0	1
A	9	sample	v1187.3	10
A	10	sample	v1187.3	10
A	11	sample	v1187.3	100
A	12	sample	v1187.3	100
B	1	sample	2109	10
B	2	sample	2109	10
B	3	sample	2109	100
B	4	sample	2109	100
B	5	sample	2122	10
B	6	sample	2122	10
B	7	sample	2122	100
B	8	sample	2122	100
B	9	sample	2158	10
B	10	sample	2158	10
B	11	sample	2158	100
B	12	sample	2158	100
C	1	sample	2182	10
C	2	sample	2182	10
C	3	sample	2182	100
C	4	sample	2182	100
C	5	sample	2231	10
C	6	sample	2231	10
C	7	sample	2231	100
C	8	sample	2231	100
C	9	sample	2263	10
C	10	sample	2263	10
C	11	sample	2263	100
C	12	sample	2263	100
D	1	sample	2363	10
D	2	sample	2363	10
D	3	sample	2363	100
D	4	sample	2363	100
D	5	sample	2408	10
D	6	sample	2408	10
D	7	sample	2408	100
D	8	sample	2408	100
D	9	sample	2413	10
D	10	sample	2413	10
D	11	sample	2413	100
D	12	sample	2413	100
E	1	sample	2572	10
E	2	sample	2572	10
E	3	sample	2572	100
E	4	sample	2572	100
E	5	sample	2579	10
E	6	sample	2579	10
E	7	sample	2579	100
E	8	sample	2579	100
E	9	sample	2616	10
E	10	sample	2616	10
E	11	sample	2616	100
E	12	sample	2616	100
F	1	sample	2747	10
F	2	sample	2747	10
F	3	sample	2747	100
F	4	sample	2747	100
F	5	sample	2777	10
F	6	sample	2777	10
F	7	sample	2777	100
F	8	sample	2777	100
F	9	sample	2798	10
F	10	sample	2798	10
F	11	sample	2798	100
F	12	sample	2798	100
G	1	sample	2869	10
G	2	sample	2869	10
G	3	sample	2869	100
G	4	sample	2869	100
G	5	sample	2881	10
G	6	sample	2881	10
G	7	sample	2881	100
G	8	sample	2881	100
G	9	sample	2974	10
G	10	sample	2974	10
G	11	sample	2974	100
G	12	sample	2974	100
H	1	sample	165.2	10
H	2	sample	165.2	10
H	3	sample	165.2	100
H	4	sample	165.2	100
H	5	standard	200	1
H	6	standard	66.6	1
H	7	standard	22.2	1
H	8	standard	7.4	1
H	9	standard	2.5	1
H	10	standard	0.82	1
H	11	standard	0.27	1
H	12	standard	0	1
