row	col	stype	detail	dilution
A	1	standard	200	1
A	2	standard	66.6	1
A	3	standard	22.2	1
A	4	standard	7.4	1
A	5	standard	2.5	1
A	6	standard	0.82	1
A	7	standard	0.27	1
A	8	standard	0	1
A	9	sample	IZ_2071	10
A	10	sample	IZ_2071	10
A	11	sample	IZ_2071	100
A	12	sample	IZ_2071	100
B	1	sample	IZ_1287	10
B	2	sample	IZ_1287	10
B	3	sample	IZ_1287	100
B	4	sample	IZ_1287	100
B	5	sample	IZ_2114	10
B	6	sample	IZ_2114	10
B	7	sample	IZ_2114	100
B	8	sample	IZ_2114	100
B	9	sample	IZ_1681	100
B	10	sample	IZ_1681	100
B	11	sample	IZ_1681	10
B	12	sample	IZ_1681	10
C	1	sample	IZ_1740	10
C	2	sample	IZ_1740	10
C	3	sample	IZ_1740	100
C	4	sample	IZ_1740	100
C	5	sample	IZ_396	10
C	6	sample	IZ_396	10
C	7	sample	IZ_396	100
C	8	sample	IZ_396	100
C	9	sample	IZ_45	10
C	10	sample	IZ_45	10
C	11	sample	IZ_45	100
C	12	sample	IZ_45	100
D	1	sample	IZ_2337	10
D	2	sample	IZ_2337	10
D	3	sample	IZ_2337	100
D	4	sample	IZ_2337	100
D	5	sample	IZ_2166	10
D	6	sample	IZ_2166	10
D	7	sample	IZ_2166	100
D	8	sample	IZ_2166	100
D	9	sample	IZ_2736	10
D	10	sample	IZ_2736	10
D	11	sample	IZ_2736	100
D	12	sample	IZ_2736	100
E	1	sample	IZ_1993	10
E	2	sample	IZ_1993	10
E	3	sample	IZ_1993	100
E	4	sample	IZ_1993	100
E	5	sample	IZ_2035	10
E	6	sample	IZ_2035	10
E	7	sample	IZ_2035	100
E	8	sample	IZ_2035	100
E	9	sample	IZ_28	10
E	10	sample	IZ_28	10
E	11	sample	IZ_28	100
E	12	sample	IZ_28	100
F	1	sample	IZ_2178	10
F	2	sample	IZ_2178	10
F	3	sample	IZ_2178	100
F	4	sample	IZ_2178	100
F	5	sample	IZ_4319	10
F	6	sample	IZ_4319	10
F	7	sample	IZ_4319	100
F	8	sample	IZ_4319	100
F	9	sample	IZ_4272	10
F	10	sample	IZ_4272	10
F	11	sample	IZ_4272	100
F	12	sample	IZ_4272	100
G	1	sample	IZ_3916	10
G	2	sample	IZ_3916	10
G	3	sample	IZ_3916	100
G	4	sample	IZ_3916	100
G	5	sample	IZ_4383	10
G	6	sample	IZ_4383	10
G	7	sample	IZ_4383	100
G	8	sample	IZ_4383	100
G	9	sample	IZ_1168	10
G	10	sample	IZ_1168	10
G	11	sample	IZ_1168	100
G	12	sample	IZ_1168	100
H	1	sample	v1187.3	100
H	2	sample	v1187.3	100
H	3	sample	v1187.3	100
H	4	sample	v1187.3	100
H	5	standard	200	1
H	6	standard	66.6	1
H	7	standard	22.2	1
H	8	standard	7.4	1
H	9	standard	2.5	1
H	10	standard	0.82	1
H	11	standard	0.27	1
H	12	standard	0	1
