row	col	stype	detail	dilution
A	1	standard	0.0	1
A	2	standard	0.1	1
A	3	standard	0.2	1
A	4	standard	0.4	1
A	5	standard	0.8	1
A	6	standard	1.6	1
A	7	standard	0.0	1
A	8	standard	0.1	1
A	9	standard	0.2	1
A	10	standard	0.4	1
A	11	standard	0.8	1
A	12	standard	1.6	1
B	1	sample	IZ_2071	1
B	2	sample	IZ_2071	1
B	3	sample	IZ_1287	1
B	4	sample	IZ_1287	1
B	5	sample	IZ_2114	1
B	6	sample	IZ_2114	1
B	7	sample	IZ_1681	1
B	8	sample	IZ_1681	1
B	9	sample	IZ_1740	1
B	10	sample	IZ_1740	1
B	11	sample	IZ_396	1
B	12	sample	IZ_396	1
C	1	sample	IZ_45	1
C	2	sample	IZ_45	1
C	3	sample	IZ_2337	1
C	4	sample	IZ_2337	1
C	5	sample	IZ_2166	1
C	6	sample	IZ_2166	1
C	7	sample	IZ_2736	1
C	8	sample	IZ_2736	1
C	9	sample	IZ_1993	1
C	10	sample	IZ_1993	1
C	11	sample	IZ_2035	1
C	12	sample	IZ_2035	1
D	1	sample	IZ_28	1
D	2	sample	IZ_28	1
D	3	sample	IZ_2178	1
D	4	sample	IZ_2178	1
D	5	sample	IZ_4319	1
D	6	sample	IZ_4319	1
D	7	sample	IZ_2923	1
D	8	sample	IZ_2923	1
D	9	sample	IZ_4272	1
D	10	sample	IZ_4272	1
D	11	sample	IZ_3916	1
D	12	sample	IZ_3916	1
E	1	sample	IZ_4383	1
E	2	sample	IZ_4383	1
E	3	sample	IZ_4296	1
E	4	sample	IZ_4296	1
E	5	sample	IZ_408	1
E	6	sample	IZ_408	1
E	7	sample	IZ_4254	1
E	8	sample	IZ_4254	1
E	9	sample	IZ_3498	1
E	10	sample	IZ_3498	1
E	11	sample	IZ_711	1
E	12	sample	IZ_711	1
F	1	sample	IZ_2161	1
F	2	sample	IZ_2161	1
F	3	sample	IZ_3304	1
F	4	sample	IZ_3304	1
F	5	sample	IZ_1233	1
F	6	sample	IZ_1233	1
F	7	sample	IZ_690	1
F	8	sample	IZ_690	1
F	9	sample	IZ_1168	1
F	10	sample	IZ_1168	1
