plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
4	D	3	0.8738	sample	4	25	TRUE	101.051862709309	101.051862709309	
4	D	4	0.8069	sample	4	25	TRUE	91.2650219755474	91.2650219755474	
4	D	5	0.4111	sample	5	50	TRUE	77.0515603644902	77.0515603644902	
4	D	6	0.447	sample	5	50	TRUE	85.759478069629	85.759478069629	
4	D	7	0.7086	sample	5	25	TRUE	77.2949149605812	77.2949149605812	
4	D	8	0.7124	sample	5	25	TRUE	77.825423752578	77.825423752578	
4	D	9	0.3538	sample	6	50	TRUE	63.5932038340494	63.5932038340494	
4	D	10	0.3427	sample	6	50	TRUE	61.0528626582473	61.0528626582473	
4	D	11	0.5012	sample	6	25	TRUE	49.6383977483118	49.6383977483118	
4	D	12	0.4857	sample	6	25	TRUE	47.683688164027	47.683688164027	
4	E	1	0.881	sample	7	50	TRUE	204.235923278956	204.235923278956	
4	E	2	0.8307	sample	7	50	TRUE	189.443524652609	189.443524652609	
4	E	3	1.2643	sample	7	25	TRUE	162.079410052852	162.079410052852	
4	E	4	1.3705	sample	7	25	TRUE	179.690924949343	179.690924949343	
4	E	5	0.8002	sample	8	50	TRUE	180.593977486238	180.593977486238	
4	E	6	0.7901	sample	8	50	TRUE	177.683972953684	177.683972953684	
4	E	7	1.512	sample	8	25	TRUE	203.751175937141	203.751175937141	
4	E	8	1.3534	sample	8	25	TRUE	176.828595499408	176.828595499408	
4	E	9	0.4808	sample	9	50	TRUE	94.1386649024676	94.1386649024676	
4	E	10	0.4477	sample	9	50	TRUE	85.9312698654359	85.9312698654359	
4	E	11	0.7547	sample	9	25	TRUE	83.7834775170835	83.7834775170835	
4	E	12	0.7661	sample	9	25	TRUE	85.4054161133159	85.4054161133159	
4	F	1	0.4754	sample	13	50	TRUE	92.7886152121842	92.7886152121842	
4	F	2	0.4512	sample	13	50	TRUE	86.7913510940139	86.7913510940139	
4	F	3	0.7441	sample	13	25	TRUE	82.2814753955107	82.2814753955107	
4	F	4	0.7086	sample	13	25	TRUE	77.2949149605812	77.2949149605812	
4	F	5	0.7111	sample	11	50	TRUE	155.28768973908	155.28768973908	
4	F	6	0.7162	sample	11	50	TRUE	156.713444693302	156.713444693302	
4	F	7	1.1266	sample	11	25	TRUE	139.855732458495	139.855732458495	
4	F	8	1.0814	sample	11	25	TRUE	132.720249495639	132.720249495639	
4	F	9	0.7838	sample	12	50	TRUE	175.874060243703	175.874060243703	
4	F	10	0.7682	sample	12	50	TRUE	171.409864317791	171.409864317791	
4	F	11	1.3225	sample	12	25	TRUE	171.681915195653	171.681915195653	
4	F	12	1.3665	sample	12	25	TRUE	179.020476857287	179.020476857287	
4	G	1	0.6238	sample	10	50	TRUE	131.336874628011	131.336874628011	
4	G	2	0.5807	sample	10	50	TRUE	119.845378276419	119.845378276419	
4	G	3	1.0336	sample	10	25	TRUE	125.264362610951	125.264362610951	
4	G	4	1.0755	sample	10	25	TRUE	131.794897768185	131.794897768185	
4	G	5	0.4143	sample	14	50	TRUE	77.8194330079642	77.8194330079642	
4	G	6	0.3942	sample	14	50	TRUE	73.0240778590428	73.0240778590428	
4	G	7	0.6962	sample	14	25	TRUE	75.5693120561928	75.5693120561928	
4	G	8	0.7648	sample	14	25	TRUE	85.2201160948524	85.2201160948524	
4	G	9	0.4507	sample	15	50	TRUE	86.6683680583795	86.6683680583795	
4	G	10	0.4838	sample	15	50	TRUE	94.8905248683526	94.8905248683526	
4	G	11	0.7199	sample	15	25	TRUE	78.8747954175038	78.8747954175038	
4	G	12	0.805	sample	15	25	TRUE	90.9902765176414	90.9902765176414	
4	H	1	0.4381	sample	16	50	TRUE	83.5818371337212	83.5818371337212	
4	H	2	0.5096	sample	16	50	TRUE	101.409647468368	101.409647468368	
4	H	3	0.8565	sample	16	25	TRUE	98.5002961083226	98.5002961083226	
4	H	4	0.8573	sample	16	25	TRUE	98.6179731349338	98.6179731349338	
4	H	5	0.6862	sample	17	50	TRUE	148.367840302314	148.367840302314	
4	H	6	0.7502	sample	17	50	TRUE	166.290223022276	166.290223022276	
4	H	7	1.3142	sample	17	25	TRUE	170.305146072784	170.305146072784	
4	H	8	1.3176	sample	17	25	TRUE	170.868831438904	170.868831438904	
4	H	9	0.6888	sample	18	50	TRUE	149.087167674555	149.087167674555	
4	H	10	0.6666	sample	18	50	TRUE	142.969816855615	142.969816855615	
4	H	11	1.1962	sample	18	25	TRUE	150.999356661323	150.999356661323	
4	H	12	1.1579	sample	18	25	TRUE	144.84409591809	144.84409591809	
