plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
4	A	1	0.3069	standard	1	1	TRUE	1.06036388311725	1.06036388311725	
4	A	2	0.4805	standard	2	1	TRUE	1.88127101415386	1.88127101415386	
4	A	3	0.8659	standard	4	1	TRUE	3.99539725730333	3.99539725730333	
4	A	4	1.0432	standard	5	1	TRUE	5.0701684463617	5.0701684463617	
4	A	5	1.6972	standard	10	1	TRUE	9.44792974813956	9.44792974813956	
4	A	6	3.1639	standard	20	1	TRUE	20.9538912379368	20	ULQ
4	A	7	2.2046	control	poscon hi	1	TRUE	13.2012495185359	13.2012495185359	
4	A	8	0.7111	control	poscon lo	1	TRUE	3.1057537947816	3.1057537947816	
4	A	9	0.1519	control	negcon	1	TRUE	0.431350482733326	1	LLQ
4	A	10	2.18	control	poscon hi	1	TRUE	13.013154540186	13.013154540186	
4	A	11	0.6419	control	poscon lo	1	TRUE	2.72460228659075	2.72460228659075	
4	A	12	0.1442	control	negcon	1	FALSE	0.403586685099756	1	LLQ
4	B	1	0.8034	sample	v1187.3	100	TRUE	363.036208551488	363.036208551488	
4	B	2	0.8011	sample	v1187.3	100	TRUE	361.707568313084	361.707568313084	
4	B	3	0.8243	sample	v1187.3	100	TRUE	375.1578739886	375.1578739886	
4	B	4	0.7979	sample	v1187.3	100	TRUE	359.860794914254	359.860794914254	
4	B	5	0.8088	sample	v1187.3	100	TRUE	366.159791686109	366.159791686109	
4	B	6	0.8302	sample	v1187.3	100	TRUE	378.595418043564	378.595418043564	
4	B	7	0.819	sample	v1187.3	100	TRUE	372.075754676662	372.075754676662	
4	B	8	0.792	sample	v1187.3	100	TRUE	356.46122312661	356.46122312661	
4	B	9	0.738	sample	v1187.3	100	TRUE	325.67924641586	325.67924641586	
4	B	10	0.7597	sample	v1187.3	100	TRUE	337.976075903955	337.976075903955	
4	B	11	0.7265	sample	v1187.3	100	TRUE	319.203076364029	319.203076364029	
4	B	12	0.7829	sample	v1187.3	100	TRUE	351.231663149854	351.231663149854	
4	C	1	0.7951	sample	1	50	TRUE	179.123280759599	179.123280759599	
4	C	2	0.783	sample	1	50	TRUE	175.644519562713	175.644519562713	
4	C	3	1.439	sample	1	25	TRUE	191.256141236238	191.256141236238	
4	C	4	1.3741	sample	1	25	TRUE	180.294795064716	180.294795064716	
4	C	5	0.8239	sample	2	50	TRUE	187.462533946917	187.462533946917	
4	C	6	0.793	sample	2	50	TRUE	178.51846308708	178.51846308708	
4	C	7	1.5056	sample	2	25	TRUE	202.64885868127	202.64885868127	
4	C	8	1.3714	sample	2	25	TRUE	179.841851051712	179.841851051712	
4	C	9	0.3878	sample	3	50	TRUE	71.5112964100199	71.5112964100199	
4	C	10	0.3685	sample	3	50	TRUE	66.9917223354288	66.9917223354288	
4	C	11	0.5561	sample	3	25	TRUE	56.6956098297426	56.6956098297426	
4	C	12	0.4869	sample	3	25	TRUE	47.8344069802538	47.8344069802538	
4	D	1	0.5255	sample	4	50	TRUE	105.473645667595	105.473645667595	
4	D	2	0.5037	sample	4	50	TRUE	99.9105386681136	99.9105386681136	
