sample	ngml_av	se_mean	flag
165.2-control-1	229.808825747583	3.67777174914926	
165.2-control-3	215.03296621538	4.91768216389652	
165.2-1%-WB-1	167.036782081784	1.33775287816242	
165.2-0.01%-WB-2	191.423001554378	3.24852298839738	
165.2-0.1%-WB-1	194.311366671264	3.29107676243629	
165.2-0.1%-WB-2	170.850080514888	0.974893543404605	
165.2-0.01%-WB-1	190.023787979568	1.77687217168854	
165.2-1%-WB-2	136.16387482954	5.39613246044867	
165.2-50uM-EDTA-1	174.791069965513	0.852143937446271	
165.2-500nM-EDTA-2	150.860355881114	3.69748915602837	
165.2-5uM-EDTA-1	177.890913109827	2.37335030588251	
165.2-5uM-EDTA-2	152.998480465761	6.99345921219508	
165.2-500nM-EDTA-1	153.260647887839	10.3374970185845	
165.2-50uM-EDTA-2	143.850418577414	0.437530024269662	
165.2-control-2	146.551359040258	5.13106735084756	
165.2-control-4	128.563080894595	3.51957071785519	
