plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
34	A	1	0.092	standard	1	1	TRUE	1.25030394420108	1.25030394420108	
34	A	2	0.198	standard	2	1	TRUE	2.534609856114	2.534609856114	
34	A	3	0.373	standard	4	1	TRUE	4.5445090356487	4.5445090356487	
34	A	4	0.421	standard	5	1	TRUE	5.08108863608706	5.08108863608706	
34	A	5	0.853	standard	10	1	TRUE	9.74288655554909	9.74288655554909	
34	A	6	1.805	standard	20	1	TRUE	19.4449843102973	20	ULQ
34	A	7	0.062	standard	1	1	TRUE	0.868955080282873	1	LLQ
34	A	8	0.117	standard	2	1	TRUE	1.56050487090077	1.56050487090077	
34	A	9	0.29	standard	4	1	TRUE	3.60336370398701	3.60336370398701	
34	A	10	0.391	standard	5	1	TRUE	4.74632341875401	4.74632341875401	
34	A	11	0.922	standard	10	1	TRUE	10.4672544425212	10.4672544425212	
34	A	12	1.762	standard	20	1	TRUE	19.0175078478482	19.0175078478482	
34	B	1	1.257	control	poscon hi	1	TRUE	13.9293534308315	13.9293534308315	
34	B	2	0.252	control	poscon lo	1	TRUE	3.16571369168947	3.16571369168947	
34	B	3	0.005	control	negcon	1	TRUE	0.0852942435867029	1	LLQ
34	B	4	-0.005	control	blocking	1	FALSE	0	1	LLQ
34	B	5	0.744	sample	v1205.6+C-IPC	50	TRUE	429.453350588594	429.453350588594	
34	B	6	0.706	sample	v1205.6+C-IPC	50	TRUE	409.189870390564	409.189870390564	
34	B	7	0.586	sample	v1205.6+C-IPC	50	TRUE	344.613886224846	344.613886224846	
34	B	8	0.599	sample	v1205.6+C-IPC	50	TRUE	351.656138816992	351.656138816992	
34	B	9	0.104	sample	18A	50	TRUE	69.9963159270134	69.9963159270134	
34	B	10	0.121	sample	18A	50	TRUE	80.4813247182	80.4813247182	
34	B	11	0.767	sample	18A	10	TRUE	88.335725151143	88.335725151143	
34	B	12	0.607	sample	18A	10	TRUE	71.196778052861	71.196778052861	
34	C	1	0.22	sample	19A	50	TRUE	139.658423954869	139.658423954869	
34	C	2	0.194	sample	19A	50	TRUE	124.368236675765	124.368236675765	
34	C	3	1.157	sample	19A	10	TRUE	129.044373012298	129.044373012298	
34	C	4	0.936	sample	19A	10	TRUE	106.137013280119	106.137013280119	
34	C	5	0.168	sample	20A	50	TRUE	108.916758605757	108.916758605757	
34	C	6	0.159	sample	20A	50	TRUE	103.525884495929	103.525884495929	
34	C	7	1	sample	20A	10	TRUE	112.810370982077	112.810370982077	
34	C	8	0.804	sample	20A	10	TRUE	92.2571554102227	92.2571554102227	
34	C	9	0.198	sample	21A	50	TRUE	126.7304928057	126.7304928057	
34	C	10	0.201	sample	21A	50	TRUE	128.499737832347	128.499737832347	
34	C	11	1.146	sample	21A	10	TRUE	127.912842306823	127.912842306823	
34	C	12	1.095	sample	21A	10	TRUE	122.655431267702	122.655431267702	
34	D	1	0.065	sample	22A	50	TRUE	45.3823765273307	50	LLQ
34	D	2	0.057	sample	22A	50	TRUE	40.2069120677833	50	LLQ
34	D	3	0.282	sample	22A	10	TRUE	35.1161955579781	35.1161955579781	
34	D	4	0.256	sample	22A	10	TRUE	32.1201249642249	32.1201249642249	
34	D	5	0.09	sample	22B	50	TRUE	61.2611748989389	61.2611748989389	
34	D	6	0.083	sample	22B	50	TRUE	56.8545947561766	56.8545947561766	
34	D	7	0.494	sample	22B	10	TRUE	58.8818292213216	58.8818292213216	
34	D	8	0.468	sample	22B	10	TRUE	56.0186903186277	56.0186903186277	
34	D	9	0.331	sample	23AR	50	TRUE	203.528652106387	203.528652106387	
34	D	10	0.369	sample	23AR	50	TRUE	224.977966574929	224.977966574929	
