plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
34	D	11	2.228	sample	23AR	10	TRUE	236.106874598195	200	ULQ
34	D	12	2.052	sample	23AR	10	TRUE	218.856889366321	200	ULQ
34	E	1	0.052	sample	24A	50	TRUE	36.9437750712989	50	LLQ
34	E	2	0.046	sample	24A	50	TRUE	32.9952705893028	50	LLQ
34	E	3	0.242	sample	24A	10	TRUE	30.4971336596091	30.4971336596091	
34	E	4	0.254	sample	24A	10	TRUE	31.8887020777059	31.8887020777059	
34	E	5	0.232	sample	25A	50	TRUE	146.666909455489	146.666909455489	
34	E	6	0.24	sample	25A	50	TRUE	151.323442773406	151.323442773406	
34	E	7	1.279	sample	25A	10	TRUE	141.539637759828	141.539637759828	
34	E	8	1.449	sample	25A	10	TRUE	158.798228939209	158.798228939209	
34	E	9	0.088	sample	26A	50	TRUE	60.0049754178098	60.0049754178098	
34	E	10	0.126	sample	26A	50	TRUE	83.542550073533	83.542550073533	
34	E	11	0.697	sample	26A	10	TRUE	80.8756619354699	80.8756619354699	
34	E	12	0.734	sample	26A	10	TRUE	84.8257716695762	84.8257716695762	
34	F	1	0.153	sample	27AR	50	TRUE	99.9187918092047	99.9187918092047	
34	F	2	0.161	sample	27AR	50	TRUE	104.725869496095	104.725869496095	
34	F	3	0.975	sample	27AR	10	TRUE	110.207679519758	110.207679519758	
34	F	4	0.931	sample	27AR	10	TRUE	105.614186282806	105.614186282806	
34	F	5	0.218	sample	27B	50	TRUE	138.487482196975	138.487482196975	
34	F	6	0.183	sample	27B	50	TRUE	117.852150714239	117.852150714239	
34	F	7	1.049	sample	27B	10	TRUE	117.897050687108	117.897050687108	
34	F	8	1.127	sample	27B	10	TRUE	125.956377613323	125.956377613323	
34	F	9	0.17	sample	27C	50	TRUE	110.111628848022	110.111628848022	
34	F	10	0.204	sample	27C	50	TRUE	130.266922880415	130.266922880415	
34	F	11	1.255	sample	27C	10	TRUE	139.089191695839	139.089191695839	
34	F	12	1.319	sample	27C	10	TRUE	145.615779623923	145.615779623923	
34	G	1	0.164	sample	27D	50	TRUE	106.523671257043	106.523671257043	
34	G	2	0.148	sample	27D	50	TRUE	96.9044522651031	96.9044522651031	
34	G	3	0.907	sample	27D	10	TRUE	103.101542631875	103.101542631875	
34	G	4	0.774	sample	27D	10	TRUE	89.0787291187845	89.0787291187845	
34	G	5	0.389	sample	27ER	50	TRUE	236.196800841878	236.196800841878	
34	G	6	0.226	sample	27ER	50	TRUE	143.166297866853	143.166297866853	
34	G	7	1.427	sample	27ER	10	TRUE	156.574074684816	156.574074684816	
34	G	8	1.456	sample	27ER	10	TRUE	159.505359893153	159.505359893153	
34	G	9	0.23	sample	28A	50	TRUE	145.500833135791	145.500833135791	
34	G	10	0.251	sample	28A	50	TRUE	157.706503019422	157.706503019422	
34	G	11	1.695	sample	28A	10	TRUE	183.498072590452	183.498072590452	
34	G	12	1.467	sample	28A	10	TRUE	160.616030184276	160.616030184276	
34	H	1	0.289	sample	29A	50	TRUE	179.595329942465	179.595329942465	
34	H	2	0.239	sample	29A	50	TRUE	150.742046858554	150.742046858554	
34	H	3	1.72	sample	29A	10	TRUE	185.991859595945	185.991859595945	
34	H	4	1.372	sample	29A	10	TRUE	151.00187294585	151.00187294585	
34	H	5	0.768	sample	29BR	50	TRUE	442.209504350689	442.209504350689	
34	H	6	0.3	sample	29BR	50	TRUE	185.888351802193	185.888351802193	
34	H	7	1.326	sample	29BR	10	TRUE	146.328104615241	146.328104615241	
34	H	8	1.399	sample	29BR	10	TRUE	153.739453692818	153.739453692818	
34	H	9	0.231	sample	29C	50	TRUE	146.083969796979	146.083969796979	
34	H	10	0.227	sample	29C	50	TRUE	143.750231858641	143.750231858641	
34	H	11	1.476	sample	29C	10	TRUE	161.524276829725	161.524276829725	
34	H	12	1.498	sample	29C	10	TRUE	163.742621667867	163.742621667867	
