sample	ngml_av	se_mean	flag
v1238.5-chaps-0xTx-1	569.944108205011	50.5005158763252	
v1238.5-chaps-0xTx-2	557.453714637471	1.66350620807373	
v1238.5-chaps-0xTx-3	541.246403293172	45.8818477256026	
v1238.5-chaps-0xTx-4	540.532037043499	33.6158448811946	
v1238.5-chaps-1xPP-1	555.016167916689	32.443389097371	
v1238.5-chaps-1xPP-2	577.6502028429	43.7553234803316	
v1238.5-chaps-1xPP-3	591.878602077377	35.8831132058612	
v1238.5-chaps-1xPP-4	557.253653398001	6.3455857694276	
v1238.5-chaps-1xPS-1	561.439746736448	52.7021808249745	
v1238.5-chaps-1xPS-2	549.956563489106	9.07847123872426	
v1238.5-chaps-1xPS-3	579.425062099547	15.4966454931205	
v1238.5-chaps-1xPS-4	568.052491749838	7.00334934244307	
v1238.5-chaps-1xPE-1	560.29422865298	13.647330463746	
v1238.5-chaps-1xPE-2	495.01445750018	14.3709559436583	
v1238.5-chaps-1xPE-3	499.998523789796	31.4087382421012	
v1238.5-chaps-1xPE-4	539.030686656339	27.9440556699244	
v1238.5-chaps-1xGL-1	314.183462203285	0.16886055943715	
v1238.5-chaps-1xGL-2	315.417995549781	27.0846290100523	
v1238.5-chaps-1xGL-3	316.085740427782	10.0470691252314	
v1238.5-chaps-1xGL-4	280.474691966754	9.97003715434576	
v1238.5-neat-0xTx-1	288.24875130123	5.38612267860145	
v1238.5-neat-0xTx-2	299.404254053573	24.2388211555915	
v1238.5-neat-0xTx-3	318.336148033775	12.6337733587346	
v1238.5-neat-0xTx-4	266.257459254364	17.4542658802659	
v1238.5-neat-1xPP-1	180.579704000152	5.86291997036901	
v1238.5-neat-1xPP-2	153.517085463878	2.14519159706055	
v1238.5-neat-1xPP-3	142.50234018884	1.63981642023111	
v1238.5-neat-1xPP-4	158.107036219736	10.6734411964106	
v1238.5-neat-1xPS-1	137.796165475045	2.50439024029605	
v1238.5-neat-1xPS-2	135.5448132113	8.23235338399891	
v1238.5-neat-1xPS-3	133.672177168359	6.06676508545558	
v1238.5-neat-1xPS-4	115.218792180437	0.464526568319833	
v1238.5-neat-1xPE-1	156.663479362246	7.26278052312908	
v1238.5-neat-1xPE-2	162.82730481863	1.53932237024232	
v1238.5-neat-1xPE-3	174.849948041755	5.45687459285051	
v1238.5-neat-1xPE-4	161.581595497504	3.63241452773386	
v1238.5-neat-1xGL-1	126.340137463892	2.34033896179867	
v1238.5-neat-1xGL-2	106.163322299167	1.23339461083717	
v1238.5-neat-1xGL-3	122.19186624235	10.3770729098997	
v1238.5-neat-1xGL-4	121.889817352405	9.50085765042044	
