sample	ngml_av	se_mean	flag
control-1	240	0	ULQ
control-2	240	0	ULQ
Tx1x-1	240	0	ULQ
Tx1x-2	240	0	ULQ
Tx1x-3	240	0	ULQ
Tx1x-4	240	0	ULQ
control-3	235.538583482952	4.46141651704841	
control-4	240	0	ULQ
Tx2x-1	226.043629429053	2.8370260507424	
Tx2x-2	224.663254279695	4.34150489961611	
Tx2x-3	222.123201747471	12.7972837676807	
Tx2x-4	210.937554195981	1.35579772035703	
small10uL-1	185.013511821748	NA	
large80uL-1	222.625584915215	0.266673991295789	
Tx3x-1	208.528446950503	3.8882286038825	
Tx3x-2	218.065460536811	3.76973084615815	
Tx3x-3	205.870416262605	1.5233488133664	
Tx3x-4	202.849561654459	1.96088950275822	
small10uL-2	181.387439314837	NA	
large80uL-2	230.275339657542	1.78605119025181	
small10uL-3	184.51656303026	NA	
large80uL-3	229.530007541276	0.849815350869917	
small10uL-4	194.919155506442	NA	
large80uL-4	222.007385216994	2.06623902688131	
tip5x-1	184.665022807775	3.71754807295652	
tip5x-2	174.24511100055	5.59816736059126	
tip5x-3	167.866655564009	2.16719726209806	
tip5x-4	172.148851410714	6.26356093183837	
RT24h-1	209.330934143848	1.17964112227037	
RT24h-2	212.506869033491	9.8234727011816	
RT24h-3	208.317194293442	0.895026100106804	
RT24h-4	198.889173604435	2.62277730459715	
FT3x-1	205.658171063714	2.33212790135414	
FT3x-2	207.87752962268	2.07381756715959	
FT3x-3	216.844230499206	6.30521657669091	
FT3x-4	221.601931592312	0.0238009805797077	
control-5	201.247352965118	6.67665736560147	
control-6	199.615323251724	14.3861195667479	
control-7	205.382290301041	6.6549470984327	
v1205.6+C-IPC	361.774843214187	1.21016095745858	
