plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
7	D	3	0.1	sample	2363	50	TRUE	20.9027354379827	50	LLQ
7	D	4	0.114	sample	2363	50	TRUE	24.2742200483143	50	LLQ
7	D	5	4.43	sample	2408	10	TRUE	316.356586727764	200	ULQ
7	D	6	4.425	sample	2408	10	TRUE	315.949125798363	200	ULQ
7	D	7	1.724	sample	2408	50	TRUE	538.75385417057	538.75385417057	
7	D	8	1.764	sample	2408	50	TRUE	553.042692239698	553.042692239698	
7	D	9	0.699	sample	2413	10	TRUE	38.4578732370547	38.4578732370547	
7	D	10	0.744	sample	2413	10	TRUE	41.2960070164286	41.2960070164286	
7	D	11	0.158	sample	2413	50	TRUE	35.2304974827432	50	LLQ
7	D	12	0.171	sample	2413	50	TRUE	38.557412710853	50	LLQ
7	E	1	4.339	sample	2572	10	TRUE	308.951029087511	200	ULQ
7	E	2	4.416	sample	2572	10	TRUE	315.215860026794	200	ULQ
7	E	3	1.482	sample	2572	50	TRUE	453.339259567468	453.339259567468	
7	E	4	1.527	sample	2572	50	TRUE	469.082256083574	469.082256083574	
7	E	5	4.354	sample	2579	10	TRUE	310.170228109967	200	ULQ
7	E	6	4.359	sample	2579	10	TRUE	310.576759736754	200	ULQ
7	E	7	0.971	sample	2579	50	TRUE	279.806874854286	279.806874854286	
7	E	8	1.002	sample	2579	50	TRUE	290.024443299032	290.024443299032	
7	E	9	0.716	sample	2616	10	TRUE	39.5271117570609	39.5271117570609	
7	E	10	0.8	sample	2616	10	TRUE	44.8617921144946	44.8617921144946	
7	E	11	0.137	sample	2616	50	TRUE	29.9387916352434	50	LLQ
7	E	12	0.187	sample	2616	50	TRUE	42.7011886727664	50	LLQ
7	F	1	1.986	sample	2747	10	TRUE	126.631137383773	126.631137383773	
7	F	2	2.106	sample	2747	10	TRUE	135.399896439907	135.399896439907	
7	F	3	0.41	sample	2747	50	TRUE	104.601354147585	104.601354147585	
7	F	4	0.435	sample	2747	50	TRUE	111.911152589438	111.911152589438	
7	F	5	2.566	sample	2777	10	TRUE	169.642580474593	169.642580474593	
7	F	6	2.791	sample	2777	10	TRUE	186.721276606296	186.721276606296	
7	F	7	0.497	sample	2777	50	TRUE	130.290791822567	130.290791822567	
7	F	8	0.516	sample	2777	50	TRUE	135.990422600381	135.990422600381	
7	F	9	2.244	sample	2798	10	TRUE	145.571400054631	145.571400054631	
7	F	10	2.605	sample	2798	10	TRUE	172.588250885353	172.588250885353	
7	F	11	0.395	sample	2798	50	TRUE	100.245366557587	100.245366557587	
7	F	12	0.461	sample	2798	50	TRUE	119.576534648224	119.576534648224	
7	G	1	3.754	sample	2869	10	TRUE	261.885133364147	200	ULQ
7	G	2	3.65	sample	2869	10	TRUE	253.621519672516	200	ULQ
7	G	3	0.787	sample	2869	50	TRUE	220.153909036592	220.153909036592	
7	G	4	0.826	sample	2869	50	TRUE	232.647576048585	232.647576048585	
7	G	5	3.809	sample	2881	10	TRUE	266.268461213503	200	ULQ
7	G	6	4.18	sample	2881	10	TRUE	296.064463427065	200	ULQ
7	G	7	0.859	sample	2881	50	TRUE	243.284590282677	243.284590282677	
7	G	8	0.839	sample	2881	50	TRUE	236.830881297435	236.830881297435	
7	G	9	2.463	sample	2974	10	TRUE	161.893582093526	161.893582093526	
7	G	10	2.628	sample	2974	10	TRUE	174.32836930168	174.32836930168	
7	G	11	0.521	sample	2974	50	TRUE	137.495304216384	137.495304216384	
7	G	12	0.551	sample	2974	50	TRUE	146.566886647911	146.566886647911	
7	H	1	3.872	sample	v1187.3	10	TRUE	271.300353626296	200	ULQ
7	H	2	4.173	sample	v1187.3	10	TRUE	295.498701012518	200	ULQ
7	H	3	0.912	sample	v1187.3	50	TRUE	260.488637188164	260.488637188164	
7	H	4	0.944	sample	v1187.3	50	TRUE	270.945118581881	270.945118581881	
7	H	5	1.604	control	poscon hi	1	TRUE	9.92343415095575	9.92343415095575	
7	H	6	1.731	control	poscon hi	1	TRUE	10.8250210433844	10.8250210433844	
7	H	7	1.528	control	poscon hi	1	TRUE	9.38865705028521	9.38865705028521	
7	H	8	0.438	control	poscon lo	1	TRUE	2.25584783784499	2.25584783784499	
7	H	9	0.378	control	poscon lo	1	TRUE	1.90673594254096	1.90673594254096	
7	H	10	0.419	control	poscon lo	1	TRUE	2.14451652310756	2.14451652310756	
7	H	11	0.044	control	negcon	1	FALSE	0.163804800323882	1	LLQ
7	H	12	0.058	control	negcon	1	TRUE	0.224516053320321	1	LLQ
