sample	ngml_av	se_mean	flag
control-1	103.656234271037	2.53273102525038	
control-2	120.371429968572	8.14784876040594	
Tx1x-1	56.6201278280865	3.68606804409528	
Tx1x-2	50.0017769570811	2.24193109470936	
Tx1x-3	52.8278853025595	4.29334294564886	
Tx1x-4	69.1632359416054	1.51014466218022	
control-3	124.37347789613	3.315764969661	
control-4	109.120567957563	1.49395804118184	
Tx2x-1	36.2767650251114	1.45581152485029	
Tx2x-2	34.7315130337851	2.8426431491751	
Tx2x-3	30.3855365303645	0.707199637139059	
Tx2x-4	35.7582099656893	0.989670498499649	
small10uL-1	65.1365951806199	NA	
large80uL-1	169.335371477203	7.44659012898627	
Tx3x-1	28.6233111692743	1.89083983124513	
Tx3x-2	25.6106442772021	1.62498983701936	
Tx3x-3	27.229236825257	1.10958219692742	
Tx3x-4	20.2230567369415	1.11197651811739	
small10uL-2	39.2141722975755	NA	
large80uL-2	165.924573007605	0.789832067386612	
small10uL-3	62.463052914386	NA	
large80uL-3	175.06603197903	6.07077309086172	
small10uL-4	92.7314500374175	NA	
large80uL-4	172.415019405181	3.40961685994537	
tip5x-1	48.7631202815437	1.80374583976907	
tip5x-2	51.1740420646885	0.724812599500105	
tip5x-3	51.7588958225232	0.838964639350589	
tip5x-4	49.8045673910657	1.40523125377286	
RT24h-1	156.052645043727	3.2115079864538	
RT24h-2	148.869530090842	11.5550158178901	
RT24h-3	143.589188506403	0.354594337096159	
RT24h-4	125.588131551919	4.07822043167269	
FT3x-1	126.060627477435	3.74422945952838	
FT3x-2	112.406315788472	4.0991043089777	
FT3x-3	117.980792763761	3.71594234950088	
FT3x-4	115.78097225107	0.2642579335823	
control-5	123.90103360635	5.00379148101673	
control-6	106.879604844829	3.69594108859388	
control-7	94.7777692160639	2.37212227187206	
v1205.6+C-IPC	370.195255780615	20.6208000857385	
