plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
10	E	1	1.777	sample	13-202	10	TRUE	192.380815364077	192.380815364077	
10	E	2	1.507	sample	13-202	10	TRUE	161.817984560869	161.817984560869	
10	E	3	0.345	sample	13-202	50	TRUE	172.126665754296	172.126665754296	
10	E	4	0.281	sample	13-202	50	TRUE	138.772062198409	138.772062198409	
10	E	5	3.948	sample	13-230	10	TRUE	444.732846673339	200	ULQ
10	E	6	3.726	sample	13-230	10	TRUE	418.518334080207	200	ULQ
10	E	7	0.791	sample	13-230	50	TRUE	411.275876945654	411.275876945654	
10	E	8	0.832	sample	13-230	50	TRUE	433.682532098163	433.682532098163	
10	E	9	3.86	sample	13-294	10	TRUE	434.332497173575	200	ULQ
10	E	10	3.789	sample	13-294	10	TRUE	425.949887793233	200	ULQ
10	E	11	0.856	sample	13-294	50	TRUE	446.824316439051	446.824316439051	
10	E	12	0.635	sample	13-294	50	TRUE	326.575961998713	326.575961998713	
10	F	1	1.075	sample	14-012	10	TRUE	113.507216079666	113.507216079666	
10	F	2	0.842	sample	14-012	10	TRUE	87.831202883905	87.831202883905	
10	F	3	0.217	sample	14-012	50	TRUE	105.796479349109	105.796479349109	
10	F	4	0.147	sample	14-012	50	TRUE	70.2933147421162	70.2933147421162	
10	F	5	2.495	sample	14-013	10	TRUE	274.71170079475	200	ULQ
10	F	6	2.36	sample	14-013	10	TRUE	259.129423528412	200	ULQ
10	F	7	0.474	sample	14-013	50	TRUE	240.254118805693	240.254118805693	
10	F	8	0.467	sample	14-013	50	TRUE	236.530921915187	236.530921915187	
10	F	9	3.097	sample	14-017	10	TRUE	344.681405668081	200	ULQ
10	F	10	3.292	sample	14-017	10	TRUE	367.498669879924	200	ULQ
10	F	11	0.645	sample	14-017	50	TRUE	331.976854378642	331.976854378642	
10	F	12	0.688	sample	14-017	50	TRUE	355.247435337758	355.247435337758	
10	G	1	0.792	sample	14-100	10	TRUE	82.3643410840492	82.3643410840492	
10	G	2	1.027	sample	14-100	10	TRUE	108.192838468684	108.192838468684	
10	G	3	0.287	sample	14-100	50	TRUE	141.884221509365	141.884221509365	
10	G	4	0.101	sample	14-100	50	TRUE	47.4033520229642	50	LLQ
10	G	5	3.457	sample	14-150	10	TRUE	386.858360672879	200	ULQ
10	G	6	3.425	sample	14-150	10	TRUE	383.100089926784	200	ULQ
10	G	7	0.784	sample	14-150	50	TRUE	407.456041146054	407.456041146054	
10	G	8	0.799	sample	14-150	50	TRUE	415.643462498287	415.643462498287	
10	G	9	2.884	sample	14-246	10	TRUE	319.839687641047	200	ULQ
10	G	10	2.63	sample	14-246	10	TRUE	290.336000076905	200	ULQ
10	G	11	0.572	sample	14-246	50	TRUE	292.650310315963	292.650310315963	
10	G	12	0.595	sample	14-246	50	TRUE	305.015344686492	305.015344686492	
10	H	1	1.042	control	poscon hi	1	TRUE	10.9852280725237	10.9852280725237	
10	H	2	0.253	control	poscon lo	1	TRUE	2.48586967605946	2.48586967605946	
10	H	3	0.022	control	negcon	1	FALSE	0.191430466006892	1	LLQ
10	H	4	0.024	control	negcon	1	TRUE	0.209739191312969	1	LLQ
10	H	5	0.134	sample	v1187.3-new	100	TRUE	127.564819450684	127.564819450684	
10	H	6	0.121	sample	v1187.3-new	100	TRUE	114.605803379808	114.605803379808	
10	H	7	0.135	sample	v1187.3-new	100	TRUE	128.56434137638	128.56434137638	
10	H	8	0.142	sample	v1187.3-new	100	TRUE	135.571168725872	135.571168725872	
10	H	9	0.195	sample	v1187.3-old	100	TRUE	189.13262502272	189.13262502272	
10	H	10	0.195	sample	v1187.3-old	100	TRUE	189.13262502272	189.13262502272	
10	H	11	0.217	sample	v1187.3-old	100	TRUE	211.592958698219	211.592958698219	
10	H	12	0.179	sample	v1187.3-old	100	TRUE	172.87615525362	172.87615525362	
