plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
10	A	1	0.116	standard	1	1	TRUE	1.09639600912082	1.09639600912082	
10	A	2	0.214	standard	2	1	TRUE	2.08523240703607	2.08523240703607	
10	A	3	0.375	standard	4	1	TRUE	3.75743841593613	3.75743841593613	
10	A	4	0.438	standard	5	1	TRUE	4.42272543594142	4.42272543594142	
10	A	5	0.864	standard	10	1	TRUE	9.02418024274782	9.02418024274782	
10	A	6	2.002	standard	20	1	TRUE	21.8029009558906	20	ULQ
10	A	7	0.111	standard	1	1	TRUE	1.04684039700688	1	LLQ
10	A	8	0.206	standard	2	1	TRUE	2.00347868253015	2.00347868253015	
10	A	9	0.372	standard	4	1	TRUE	3.72588975080722	3.72588975080722	
10	A	10	0.487	standard	5	1	TRUE	4.94351717588285	4.94351717588285	
10	A	11	0.979	standard	10	1	TRUE	10.289080791489	10.289080791489	
10	A	12	1.979	standard	20	1	TRUE	21.540032033472	20	ULQ
10	B	1	0.158	sample	07-242	10	TRUE	15.1650175155497	15.1650175155497	
10	B	2	0.13	sample	07-242	10	TRUE	12.3570468687057	12.3570468687057	
10	B	3	0.042	sample	07-242	50	TRUE	18.8702965848773	50	LLQ
10	B	4	0.051	sample	07-242	50	TRUE	23.1363345376751	50	LLQ
10	B	5	0.695	sample	10-094	10	TRUE	71.8085291939134	71.8085291939134	
10	B	6	0.384	sample	10-094	10	TRUE	38.5215938745613	38.5215938745613	
10	B	7	0.044	sample	10-094	50	TRUE	19.8146874206054	50	LLQ
10	B	8	0.2	sample	10-094	50	TRUE	97.1133323166238	97.1133323166238	
10	B	9	0.661	sample	11-043	10	TRUE	68.1253850921637	68.1253850921637	
10	B	10	0.694	sample	11-043	10	TRUE	71.7000712272094	71.7000712272094	
10	B	11	0.141	sample	11-043	50	TRUE	67.2845603650048	67.2845603650048	
10	B	12	0.129	sample	11-043	50	TRUE	61.2864143903452	61.2864143903452	
10	C	1	0.322	sample	11-109	10	TRUE	32.0202166004234	32.0202166004234	
10	C	2	0.205	sample	11-109	10	TRUE	19.9327044510708	19.9327044510708	
10	C	3	0.035	sample	11-109	50	TRUE	15.5832569679684	50	LLQ
10	C	4	0.077	sample	11-109	50	TRUE	35.6546648266152	50	LLQ
10	C	5	0.595	sample	11-158	10	TRUE	61.0030689372985	61.0030689372985	
10	C	6	0.401	sample	11-158	10	TRUE	40.3137637186306	40.3137637186306	
10	C	7	0.077	sample	11-158	50	TRUE	35.6546648266152	50	LLQ
10	C	8	0.156	sample	11-158	50	TRUE	74.817844499713	74.817844499713	
10	C	9	2.053	sample	11-333	10	TRUE	223.863179700342	200	ULQ
10	C	10	1.794	sample	11-333	10	TRUE	194.313282258083	194.313282258083	
10	C	11	0.327	sample	11-333	50	TRUE	162.711807731544	162.711807731544	
10	C	12	0.305	sample	11-333	50	TRUE	151.239882219809	151.239882219809	
10	D	1	0.633	sample	12-036	10	TRUE	65.0992578164078	65.0992578164078	
10	D	2	0.602	sample	12-036	10	TRUE	61.7566763229189	61.7566763229189	
10	D	3	0.184	sample	12-036	50	TRUE	88.9744141703243	88.9744141703243	
10	D	4	0.096	sample	12-036	50	TRUE	44.9429859581479	50	LLQ
10	D	5	2.625	sample	12-058	10	TRUE	289.756597560621	200	ULQ
10	D	6	2.489	sample	12-058	10	TRUE	274.018246821147	200	ULQ
10	D	7	1.003	sample	12-058	50	TRUE	527.701225652338	527.701225652338	
10	D	8	0.286	sample	12-058	50	TRUE	141.365301636271	141.365301636271	
10	D	9	1.036	sample	12-177	10	TRUE	109.188360240795	109.188360240795	
10	D	10	0.929	sample	12-177	10	TRUE	97.3816094504597	97.3816094504597	
10	D	11	0.315	sample	12-177	50	TRUE	156.449462190782	156.449462190782	
10	D	12	0.087	sample	12-177	50	TRUE	40.5306008463286	50	LLQ
