sample	ngml_av	se_mean	flag
recomb-standard-20ng/mL	20	0	ULQ
recomb-standard-10ng/mL	20	0	ULQ
recomb-standard-5ng/mL	20	0	ULQ
recomb-standard-3ng/mL	15.7851810716246	0.527902287932202	
recomb-standard-2ng/mL	10.4521872075084	0.437422425593137	
recomb-standard-1ng/mL	3.99383684042158	0.168355874347315	
recomb-standard-0.5ng/mL	2.33720851459574	0.167988041567337	
recomb-standard-0.25ng/mL	1.30559287128706	0.111735494971414	
recomb-standard-0.125ng/mL	1	0	LLQ
recomb-standard-0ng/mL	1	0	LLQ
v1205.6+C-IPC	469.015477571063	16.6491636276687	
v1202.1+PrP5-0ng/mL	72.3926096959059	5.98033268970807	
v1202.1+PrP5-0.5ng/mL	105.410846954992	0.873569950116277	
v1202.1+PrP5-1ng/mL	117.419803801439	4.24928678283584	
v1202.1+PrP5-2ng/mL	222.40806709054	2.80436244005482	
v1202.1+PrP5-3ng/mL	257.365004237278	10.8699513752424	
v1205.6+PrP5-0ng/mL	450.94345338114	18.1855122398574	
v1205.6+PrP5-0.5ng/mL	594.665199917342	0.453356716441078	
v1205.6+PrP5-1ng/mL	640.267544736185	31.1795938787438	
v1205.6+PrP5-2ng/mL	757.575819852542	39.6366965798987	
v1205.6+PrP5-3ng/mL	1201.97643433517	8.50131712501775	
