sample	mgml_av	flag
RES-11	41.9562995914674	
RES-12	44.2376508922673	
MoBH_KO	92.5555015194633	
MoBH_WT	103.962258023462	
rat419	0.1	LLQ
rat418	0.1	LLQ
41M	0.1	LLQ
44F	0.299060850282684	
