plate	row	col	a750	stype	detail	dilution	mgml	flag
5	A	1	0.2789	standard	1.6	1	1.6	
5	A	2	0.1796	standard	.8	1	0.904934244280147	
5	A	3	0.1172	standard	.4	1	0.435931563013855	
5	A	4	0.0879	standard	.2	1	0.215710752739779	
5	A	5	0.0715	standard	.1	1	0.1	
5	A	6	0.0559	standard	0	1	0.1	
5	A	7	0.248	standard	1.6	1	1.41903333720666	
5	A	8	0.1734	standard	.8	1	0.85833461889792	
5	A	9	0.1161	standard	.4	1	0.427663887542815	
5	A	10	0.0839	standard	.2	1	0.185646478299632	
5	A	11	0.0682	standard	.1	1	0.1	
5	A	12	0.0547	standard	0	1	0.1	
5	B	1	0.2055	sample	PL1	50	54.9800210640049	
5	B	2	0.213	sample	PL1	50	57.7985467927687	
5	B	3	0.0969	sample	PL1	200	56.671074046022	
5	B	4	0.0949	sample	PL1	200	53.6646466020073	
5	B	5	0.2549	sample	PL2	50	73.5447105307957	
5	B	6	0.2337	sample	PL2	50	65.5776778041567	
5	B	7	0.1027	sample	PL2	200	65.3897136336646	
5	B	8	0.1043	sample	PL2	200	67.7948555888763	
5	B	9	0.2321	sample	PL3	50	64.9763923153538	
5	B	10	0.225	sample	PL3	50	62.3081879587908	
5	B	11	0.0985	sample	PL3	200	59.0762160012337	
5	B	12	0.0942	sample	PL3	200	52.6123969966021	
5	C	1	0.0509	sample	41M	1	0.1	
5	C	2	0.0609	sample	41M	1	0.1	
5	C	3	0.0881	sample	44F	1	0.217213966461787	
5	C	4	0.0988	sample	44F	1	0.29763590058918	
5	C	5	0.0818	sample	1839	1	0.169862734218555	
5	C	6	0.0889	sample	1839	1	0.223226821349816	
5	C	7	0.0723	sample	1867	1	0.1	
5	C	8	0.0798	sample	1867	1	0.154830596998482	
