plate	row	col	a750	stype	detail	dilution	mgml	flag
7	B	1	0.284	sample	07-242	1	0.397963106266523	
7	B	2	0.29	sample	10-094	1	0.431218578440883	
7	B	3	0.561	sample	11-043	1	1.6	
7	B	4	0.256	sample	11-109	1	0.24277090278618	
7	B	5	0.353	sample	11-158	1	0.780401036271656	
7	B	6	0.313	sample	11-333	1	0.558697888442594	
7	B	7	0.316	sample	12-036	1	0.575325624529773	
7	B	8	0.344	sample	12-058	1	0.730517828010117	
7	B	9	0.257	sample	12-177	1	0.248313481481906	
7	B	10	0.263	sample	13-202	1	0.281568953656266	
7	B	11	0.275	sample	13-230	1	0.348079898004984	
7	B	12	0.291	sample	13-294	1	0.436761157136609	
7	C	1	0.307	sample	14-012	1	0.525442416268234	
7	C	2	0.29	sample	14-013	1	0.431218578440883	
7	C	3	0.499	sample	14-017	1	1.58961752584773	
7	C	4	0.293	sample	14-100	1	0.447846314528062	
7	C	5	0.452	sample	14-150	1	1.32911632714859	
7	C	6	0.521	sample	14-246	1	1.6	
7	C	7	0.304	sample	14-286	1	0.508814680181055	
7	C	8	0.333	sample	14-300	1	0.669549462357125	
7	C	9	0.271	sample	15-184	1	0.325909583222078	
7	C	10	0.405	sample	15-302	1	1.06861512844944	
7	C	11	0.316	sample	15-307	1	0.575325624529773	
7	C	12	0.305	sample	15-328	1	0.514357258876781	
7	D	1	0.356	sample	15-385	1	0.797028772358836	
7	D	2	0.308	sample	15-406	1	0.530984994963961	
7	D	3	0.293	sample	15-422	1	0.447846314528062	
7	D	4	0.336	sample	15-446	1	0.686177198444305	
7	D	5	0.288	sample	16-001	1	0.42013342104943	
7	D	6	0.298	sample	16-097	1	0.475559208006695	
7	D	7	0.26	sample	16-226	1	0.264941217569086	
7	D	8	0.275	sample	16-314	1	0.348079898004984	
7	D	9	0.254	sample	16-324	1	0.231685745394727	
7	D	10	0.299	sample	16-403	1	0.481101786702422	
7	E	1	0.361	sample	v1187.3	1	0.824741665837468	
7	E	2	0.379	sample	v1187.3	1	0.924508082360547	
7	F	1	0.488	standard	1.6	1	1.52864916019474	
7	F	2	0.384	standard	0.8	1	0.95222097583918	
7	F	3	0.291	standard	0.4	1	0.436761157136609	
7	F	4	0.257	standard	0.2	1	0.248313481481906	
7	F	5	0.229	standard	0.1	1	0.1	
7	F	6	0.211	standard	0.0	1	0.1	
7	F	7	0.493	standard	1.6	1	1.55636205367337	
7	F	8	0.357	standard	0.8	1	0.802571351054562	
7	F	9	0.288	standard	0.4	1	0.42013342104943	
7	F	10	0.24	standard	0.2	1	0.154089643654555	
7	F	11	0.225	standard	0.1	1	0.1	
7	F	12	0.202	standard	0.0	1	0.1	
